SMILES
CCOCCCNCC(=O)NC1=CC=C(C=C1)OC(F)(F)F.Cl
COCCN1C(=NN=N1)CN2CCC(CC2)CC3=CC=CC=C3.Cl
COCCN1C(=NN=N1)CN2CCC(CC2)(C3=CC(=CC=C3)C(F)(F)F)O.Cl
C1CCCN(CC1)CC(=O)NCCC2=CC=C(C=C2)F.C(=O)(C(=O)O)O
COC1=CC=C(C=C1)C(=O)C(C2=CC=CC=C2)N3CCOCC3.Cl
CCOC(=O)CCNCC1COC2=CC=CC=C2O1.Cl
CCOC(=O)N1CCN(CC1)CCC(=O)NC2=CC(=CC=C2)Br.Cl
CC(=O)OC1(CCN(C2C1CCCC2)C)C3=CC=CC=C3.Cl
CCCCOCC(CN1CCN(CC1)C(=O)C)O.C(=O)(C(=O)O)O
C1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CO4.Cl
CCOC(=O)N1CCC(CC1)NCCNC(=O)C2=CC=CC=C2Cl
CN1C(=O)CC(SC1=NC2=CC(=CC=C2)OC)C(=O)NC3=CC=CC=C3F
CC1=CC2=CC(=C(N=C2C=C1)N3CCN(CC3)CC4=NN=NN4CC5=CC=CC=C5)C#N
CC1(C(=O)N(C(=O)N1)CC(COC2CCCCC2)O)C
C1CC1C2=CC=[N+](C=C2)[O-]
COC1=CC=C(C=C1)C(=O)NC2=NN=C(S2)C(F)(F)F
CCOC1=CC=C(C=C1)C2=NN(N=N2)CC(=O)C3=C(C=CC(=C3)OC)OC
CC(C)CCN1C(=NN=N1)C(C2=CC=CC=C2)N3CCN(CC3)C
CC(C)NC1=NC(=NC(=N1)C#N)NC(C)C
C1CCC2=C(C1)N=C(S2)NC(=O)CSC3=NN=NN3C4=CC5=C(C=C4)OCCO5
C1CCC2=C(C1)C(=C(S2)NC(=O)CSC3=NC4=CC=CC=C4C(=O)N3CC5=CC=CO5)C#N
CC1CN2C3=C(N=C2O1)N(C(=O)NC3=O)C
CC(=O)C1=CC(=CC=C1)NC2=NN=C(C=C2)C3=CC=CC=C3OC
CCOC1=CC=CC=C1C2CC(=O)NC3=CC4=C(C=C23)OCCO4
C1CCC(C1)NC(=O)CN(C2CCCC2)C(=O)CS(=O)CC(=O)NC3=CC=C(C=C3)F
C1CC(CN(C1)S(=O)(=O)C2=CC=C(C=C2)N3C=NN=N3)C(=O)NCC4CC4
COC1=CC=C(C=C1)OCC(=O)NC2=CC=CC3=C2N=CC=C3
CC1=CC=CC=C1NC(=O)C2CCCN2C(=O)NC3CCCCC3
COC1=CC=CC=C1N2C(NC3=CC=CC=C3C2=O)C4=CC(=C(C=C4)O)OC
CN1CC2C(C(C(C(=C2C=C1)C#N)N)(C#N)C#N)C3=CC=CC=C3
CC1=C(N2C(=NC=N2)N=C1C)N3CCN(CC3)C(=O)CC4=CC=CS4
CCOC1=CC=C(C=C1)NC(=O)CSC2=NC3=C(N2CCOC)N=CC=C3
COC1=CC=CC(=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NCC3=CC=CO3
C1=CC=C2C(=C1)C(=NNC2=O)CNC(=O)CSC3=NC4=CC=CC=C4O3
C1CCC(CC1)OC(=O)CN2N=C(N=N2)C3=CC=CS3
CC(=O)OCN(C#N)C1=NC(=NC(=N1)N(C)C)N(C)C
C1CCC2=C(C1)C=CC=C2N3C(=NN=N3)SCC(=O)N4CCOCC4
CC(C(=O)NCCCN1C=CN=C1)OC2=C(C=C(C=C2)Cl)Cl
CC1=CC=C(C=C1)CN2C(=NN=N2)CN3CCC(CC3)(C4=CC=C(C=C4)OC)O
COCCCNC(=O)C1=CN(N=N1)CC2=C(C=CC=C2Cl)F
CCCC1=CC(=O)OC2=CC(=C(C=C12)Cl)OCC(=O)N(C)C
