SMILES
C1=C(NC=NC1=S)C(=O)O
C1C2=CC(=C(C=C2C3C1(COC4=C3C=CC(=C4)O)O)O)O
CCN1C(=NC2=C1C=CC(=C2)C(=O)N/N=C/C3=C(C(=C(C=C3)O)O)O)C
C1=CC=C2C(=C1)C3(C(=C(OC4=C3C(=O)NC(=S)N4)N)C#N)C(=O)N2
CCOC1=CC=C(C=C1)C(=S)N2CCN(CC2)C
CN1CCN(CC1)C(=S)C2=CC=C(C=C2)N(C)C
CC1=C(C(=CC=C1)C)NC(=O)CSC2=NC(=C(C(=O)N2)NC(=O)C)O
COC1=CC(=C(C=C1)NC(=O)CSC2=NN=C(O2)C3=CN=CC=C3)OC
C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=C(C2=O)[N+](=O)[O-])Cl
CC(=O)NC1=CC=C(C=C1)SCCN2CC[C@H](CCC2=O)C(C)(C)C
CC(CSC1=NNC(=S)S1)C2=CC=CC=C2
C1=CC=C(C=C1)N2C(=O)C3C4C=CC(C3C2=O)(O4)CNS(=O)(=O)C5=CC=CC=C5[N+](=O)[O-]
CC(=O)C1=CC(=CC=C1)NC(=O)CSC2=NN=C(C=C2)C3=CC=CO3
C[C@H]1C[C@H](OC(=C1)C(=O)NCC2=NC3=CC=CC=C3N2)OCCCCO
CCC1C(=O)N(C2=C(O1)C=CC(=C2)C)CC(=O)N(CC3=CC=C(O3)C)C4CCCC4
C1=CSC(=C1)C2=CC=NC(=S)N2
C1=CC=C2C(=C1)C=CC3=C2N(C4=CC=CC=C4O3)C(=O)CCl
CCCCC1=C(N=C(N(C1=O)C2=CC=CC=C2OC)SCC(=O)NC3=CC=CC4=CC=CC=C43)O
COC(=O)C1=CC=C(C=C1)CCC2=CC(=C(C=C2O)Br)O
COC(=O)C1CSC2=C(C1C3=CC=CC=C3)SC(=O)N2
CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C2=NNC(=S)N2/N=C/C3=CC=C(C=C3)OC
CCN\1C2=CC=CC=C2S/C1=C\C(=S)NC3=CC=CC=C3
CC1=CC=C(C=C1)NC(=S)NCC23C=CC(O2)C4C3C(=O)N(C4=O)C5=CC=C(C=C5)C
CN(C)/C=C/1\C=C2C(=O)C3=CC=CC=C3N2C1=O
CCCC(C)C1=NN=C(S1)NC(=O)C2=CC(=CC(=C2)[N+](=O)[O-])C(=O)OC
C1CN(CCN1CC2=CC=CC=C2)C(=S)C3=CC=C(C=C3)O
CN1C2=CC(=C(C=C2N=C1N=NC3=C(C=C(C=C3)OC)OC)Br)Br
C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O.Cl
COC1=CC(=CC(=C1O)OC)/C=N/N2C=C(NC2=S)C3=CC=CC=C3
CC1=CC(=C(C=C1)NS(=O)(=O)C2=C(C=CC(=C2)NC(=O)C3=CC4=C(C=C3)SCC(=O)N4)C)C
CN(C)C=O.C1=CC=C(C(=C1)C(=O)O)NS(=O)(=O)C2=CC(=C(C=C2)N/N=C/C3=CC(=C(C=C3)O)O)[N+](=O)[O-]
